year,country,state,month,number,date
2001,Brazil,Acre,Apr,0,1/1/2001
2007,Brazil,Sao Paulo,May,69,1/1/2007
2001,Brazil,Rio,Jul,57,1/1/2001
2009,Brazil,Rio,Mar,2,1/1/2009
2012,Brazil,Santa Catarina,Aug,398,1/1/2012
1999,Brazil,Piau,Oct,1438,1/1/1999
2007,Brazil,Amapa,Jun,0,1/1/2007
2015,Brazil,Mato Grosso,Apr,65,1/1/2015
2003,Brazil,Distrito Federal,Nov,0,1/1/2003
2012,Brazil,Sergipe,Feb,34,1/1/2012
2011,Brazil,Tocantins,Jul,1001,1/1/2011
2000,Brazil,Amazonas,Jul,39,1/1/2000
1998,Brazil,Rio,Apr,0,1/1/1998
2005,Brazil,Amazonas,Oct,545,1/1/2005
2006,Brazil,Pernambuco,Feb,41,1/1/2006
2000,Brazil,Goias,Feb,11,1/1/2000
2003,Brazil,Minas Gerais,Apr,215,1/1/2003
2006,Brazil,Bahia,Apr,60,1/1/2006
2000,Brazil,Santa Catarina,Feb,8,1/1/2000
2003,Brazil,Mato Grosso,Apr,126,1/1/2003
2013,Brazil,Roraima,Nov,106,1/1/2013
1998,Brazil,Rio,Mar,0,1/1/1998
2016,Brazil,Alagoas,Jun,5,1/1/2016
2013,Brazil,Goias,Nov,183,1/1/2013
2017,Brazil,Acre,Mar,0,1/1/2017
2008,Brazil,Rio,Apr,0,1/1/2008
2009,Brazil,Roraima,May,219,1/1/2009
2016,Brazil,Rio,Jun,37,1/1/2016
2011,Brazil,Bahia,Jun,345,1/1/2011
2003,Brazil,Rio,Jul,42,1/1/2003
2013,Brazil,Amazonas,Jul,248,1/1/2013
2000,Brazil,Sergipe,Oct,3,1/1/2000
2000,Brazil,Roraima,Aug,9,1/1/2000
2004,Brazil,Maranhao,Aug,1889,1/1/2004
1998,Brazil,Para,Aug,6815,1/1/1998
2000,Brazil,Bahia,Oct,335,1/1/2000
2001,Brazil,Mato Grosso,May,1193,1/1/2001
2015,Brazil,Rio,Apr,175,1/1/2015
2000,Brazil,Sergipe,Aug,0,1/1/2000
2012,Brazil,Amapa,May,2,1/1/2012
1998,Brazil,Amapa,Dez,84,1/1/1998
2007,Brazil,Alagoas,Dez,33,1/1/2007
1998,Brazil,Rio,Aug,9,1/1/1998
2013,Brazil,Acre,Apr,19,1/1/2013
2001,Brazil,Piau,Aug,1133,1/1/2001
2008,Brazil,Rio,Oct,53,1/1/2008
2005,Brazil,Sao Paulo,Jun,236,1/1/2005
2005,Brazil,Minas Gerais,Jun,246,1/1/2005
2015,Brazil,Goias,Feb,53,1/1/2015
2011,Brazil,Rio,Mar,31,1/1/2011
2000,Brazil,Rio,Apr,1,1/1/2000
2006,Brazil,Piau,Aug,911,1/1/2006
2002,Brazil,Rondonia,Apr,3,1/1/2002
2014,Brazil,Maranhao,Nov,3869,1/1/2014
2009,Brazil,Bahia,Oct,2552,1/1/2009
2011,Brazil,Rio,Jul,121,1/1/2011
2004,Brazil,Sao Paulo,Jan,37,1/1/2004
2014,Brazil,Mato Grosso,Mar,655,1/1/2014
2003,Brazil,Sao Paulo,Jul,171,1/1/2003
1999,Brazil,Rio,Sep,192,1/1/1999
2003,Brazil,Mato Grosso,Aug,953,1/1/2003
2001,Brazil,Espirito Santo,Mar,2,1/1/2001
2006,Brazil,Maranhao,Feb,22,1/1/2006
2016,Brazil,Piau,Dez,374,1/1/2016
2007,Brazil,Para,Jul,476,1/1/2007
2015,Brazil,Rio,Oct,96,1/1/2015
2017,Brazil,Acre,Jan,0,1/1/2017
2007,Brazil,Bahia,Dez,259,1/1/2007
2006,Brazil,Bahia,Nov,239,1/1/2006
2002,Brazil,Sao Paulo,Nov,72,1/1/2002
2010,Brazil,Acre,Jan,1,1/1/2010
2014,Brazil,Ceara,Nov,829,1/1/2014
1999,Brazil,Alagoas,Dez,12,1/1/1999
2003,Brazil,Paraiba,Aug,1896,1/1/2003
2001,Brazil,Sao Paulo,Sep,425,1/1/2001
2002,Brazil,Rio,Jul,93,1/1/2002
2005,Brazil,Mato Grosso,Apr,372,1/1/2005
1998,Brazil,Mato Grosso,Apr,0,1/1/1998
2002,Brazil,Minas Gerais,Oct,4788,1/1/2002
2016,Brazil,Santa Catarina,Mar,21,1/1/2016
2007,Brazil,Alagoas,Aug,3,1/1/2007
2013,Brazil,Roraima,Jan,397,1/1/2013
2015,Brazil,Santa Catarina,Nov,9,1/1/2015
2016,Brazil,Minas Gerais,May,186,1/1/2016
2013,Brazil,Tocantins,Jun,873,1/1/2013
2005,Brazil,Tocantins,Apr,52,1/1/2005
2015,Brazil,Paraiba,Mar,55,1/1/2015
2012,Brazil,Bahia,Nov,168,1/1/2012
2007,Brazil,Pernambuco,Sep,164,1/1/2007
2000,Brazil,Amapa,Apr,0,1/1/2000
2001,Brazil,Acre,Dez,0,1/1/2001
2001,Brazil,Pernambuco,Nov,208,1/1/2001
2017,Brazil,Goias,Mar,115,1/1/2017
2002,Brazil,Paraiba,Mar,3,1/1/2002
2008,Brazil,Espirito Santo,Feb,20,1/1/2008
1999,Brazil,Goias,Jan,14,1/1/1999
2014,Brazil,Bahia,Mar,148,1/1/2014
2015,Brazil,Espirito Santo,Feb,60,1/1/2015
2000,Brazil,Ceara,Dez,389,1/1/2000
2009,Brazil,Bahia,Feb,117,1/1/2009
1998,Brazil,Amazonas,Feb,0,1/1/1998
2014,Brazil,Piau,Sep,2536,1/1/2014
2013,Brazil,Piau,Jul,361,1/1/2013
2010,Brazil,Amapa,Jul,2,1/1/2010
2015,Brazil,Goias,Oct,1807,1/1/2015
2000,Brazil,Acre,May,1,1/1/2000
2014,Brazil,Paraiba,Aug,646,1/1/2014
2016,Brazil,Paraiba,Jan,18,1/1/2016
2000,Brazil,Goias,Jul,332,1/1/2000
2002,Brazil,Amapa,Mar,0,1/1/2002
2001,Brazil,Santa Catarina,Feb,0,1/1/2001
2015,Brazil,Rio,Oct,129,1/1/2015
2003,Brazil,Amapa,Feb,0,1/1/2003
2016,Brazil,Ceara,Feb,13,1/1/2016
2015,Brazil,Espirito Santo,Dez,61,1/1/2015
2011,Brazil,Santa Catarina,Sep,450,1/1/2011
2015,Brazil,Alagoas,Oct,40,1/1/2015
2015,Brazil,Distrito Federal,Nov,3,1/1/2015
2008,Brazil,Amazonas,Sep,998,1/1/2008
1998,Brazil,Amapa,May,0,1/1/1998
2013,Brazil,Distrito Federal,Mar,1,1/1/2013
2006,Brazil,Roraima,Aug,4,1/1/2006
2010,Brazil,Amazonas,Jul,640,1/1/2010
2013,Brazil,Piau,Dez,468,1/1/2013
1999,Brazil,Acre,Aug,63,1/1/1999
2007,Brazil,Pernambuco,May,0,1/1/2007
2011,Brazil,Piau,May,77,1/1/2011
1998,Brazil,Mato Grosso,Feb,0,1/1/1998
2016,Brazil,Rondonia,Sep,4208,1/1/2016
2004,Brazil,Rio,Sep,431,1/1/2004
2014,Brazil,Rio,Jan,34,1/1/2014
2016,Brazil,Minas Gerais,Apr,172,1/1/2016
2009,Brazil,Rio,Feb,15,1/1/2009
2003,Brazil,Alagoas,Feb,33,1/1/2003
2006,Brazil,Distrito Federal,Feb,0,1/1/2006
2009,Brazil,Sao Paulo,Sep,116,1/1/2009
2004,Brazil,Rio,Oct,26,1/1/2004
2017,Brazil,Rio,Jul,4,1/1/2017
2005,Brazil,Roraima,Jul,2,1/1/2005
2009,Brazil,Ceara,Oct,435,1/1/2009
2002,Brazil,Bahia,Feb,204,1/1/2002
2011,Brazil,Paraiba,Aug,12,1/1/2011
2008,Brazil,Alagoas,Sep,9,1/1/2008
2001,Brazil,Santa Catarina,Nov,66,1/1/2001
2004,Brazil,Acre,May,7,1/1/2004
2009,Brazil,Sao Paulo,Jun,125,1/1/2009
2002,Brazil,Sao Paulo,Sep,302,1/1/2002
2016,Brazil,Sao Paulo,Jan,85,1/1/2016
2004,Brazil,Amapa,Aug,9,1/1/2004
2010,Brazil,Santa Catarina,Apr,19,1/1/2010
2003,Brazil,Rio,Aug,191,1/1/2003
2008,Brazil,Rio,Feb,25,1/1/2008
2005,Brazil,Sergipe,Mar,28,1/1/2005
2007,Brazil,Mato Grosso,Jun,141,1/1/2007
2000,Brazil,Roraima,Apr,0,1/1/2000
2011,Brazil,Paraiba,Sep,55,1/1/2011
2001,Brazil,Goias,Apr,49,1/1/2001
2002,Brazil,Goias,Nov,192,1/1/2002
2008,Brazil,Ceara,Jan,166,1/1/2008
2008,Brazil,Sergipe,Nov,17,1/1/2008
1999,Brazil,Pernambuco,Sep,64,1/1/1999
2001,Brazil,Santa Catarina,Apr,1,1/1/2001
2006,Brazil,Paraiba,May,90,1/1/2006
2011,Brazil,Maranhao,Aug,2138,1/1/2011
2009,Brazil,Sergipe,Nov,9,1/1/2009
2005,Brazil,Rondonia,May,38,1/1/2005
2006,Brazil,Goias,Nov,91,1/1/2006
2001,Brazil,Bahia,Sep,3964,1/1/2001
2007,Brazil,Roraima,Nov,112,1/1/2007
2011,Brazil,Distrito Federal,Dez,0,1/1/2011
2015,Brazil,Amapa,Oct,827,1/1/2015
2005,Brazil,Alagoas,Oct,17,1/1/2005
2012,Brazil,Distrito Federal,Aug,55,1/1/2012
2011,Brazil,Rondonia,Sep,1782,1/1/2011
2009,Brazil,Mato Grosso,Mar,118,1/1/2009
2010,Brazil,Espirito Santo,Aug,39,1/1/2010
2010,Brazil,Bahia,Nov,605,1/1/2010
2003,Brazil,Distrito Federal,Sep,17,1/1/2003
2015,Brazil,Para,Nov,9643,1/1/2015
2002,Brazil,Amazonas,Jan,17,1/1/2002
2008,Brazil,Piau,Feb,21,1/1/2008
2000,Brazil,Mato Grosso,Aug,530,1/1/2000
1999,Brazil,Paraiba,Sep,14,1/1/1999
2007,Brazil,Acre,Jun,4,1/1/2007
2006,Brazil,Rio,Oct,160,1/1/2006
2007,Brazil,Espirito Santo,Sep,63,1/1/2007
2005,Brazil,Amapa,Jun,2,1/1/2005
2014,Brazil,Piau,Dez,346,1/1/2014
1999,Brazil,Maranhao,Oct,3208,1/1/1999
1999,Brazil,Mato Grosso,Apr,97,1/1/1999
2013,Brazil,Goias,Apr,42,1/1/2013
2001,Brazil,Ceara,Sep,801,1/1/2001
2006,Brazil,Mato Grosso,May,269,1/1/2006
2011,Brazil,Mato Grosso,Jul,1061,1/1/2011
2017,Brazil,Mato Grosso,Nov,133,1/1/2017
2005,Brazil,Paraiba,Mar,84,1/1/2005
2004,Brazil,Bahia,Jul,310,1/1/2004
2005,Brazil,Mato Grosso,Aug,1157,1/1/2005
2015,Brazil,Paraiba,Aug,651,1/1/2015
2005,Brazil,Maranhao,May,74,1/1/2005
2002,Brazil,Rondonia,Oct,3554,1/1/2002
2013,Brazil,Rondonia,Oct,555,1/1/2013
2001,Brazil,Paraiba,Nov,294,1/1/2001
2013,Brazil,Acre,Sep,2136,1/1/2013
2003,Brazil,Rondonia,Apr,10,1/1/2003
2016,Brazil,Paraiba,Oct,193,1/1/2016
2008,Brazil,Ceara,Dez,1655,1/1/2008
2016,Brazil,Para,Oct,5281,1/1/2016
2013,Brazil,Piau,Apr,34,1/1/2013
2012,Brazil,Sao Paulo,Jun,30,1/1/2012
2016,Brazil,Bahia,Feb,418,1/1/2016
2006,Brazil,Paraiba,Feb,60,1/1/2006
2008,Brazil,Tocantins,Apr,46,1/1/2008
2003,Brazil,Sao Paulo,Jan,59,1/1/2003
1998,Brazil,Acre,Oct,44,1/1/1998
2007,Brazil,Ceara,Jun,1,1/1/2007
2008,Brazil,Rio,Nov,82,1/1/2008
2005,Brazil,Tocantins,Feb,27,1/1/2005
2001,Brazil,Rondonia,Feb,2,1/1/2001
2012,Brazil,Rio,Jan,61,1/1/2012
2015,Brazil,Piau,Apr,50,1/1/2015
2008,Brazil,Rio,Jun,16,1/1/2008
2011,Brazil,Sergipe,Oct,5,1/1/2011
2007,Brazil,Amapa,Apr,0,1/1/2007
2010,Brazil,Tocantins,Jul,2408,1/1/2010
2017,Brazil,Acre,Jun,45,1/1/2017
2012,Brazil,Piau,Jun,834,1/1/2012
2006,Brazil,Distrito Federal,Nov,0,1/1/2006
2017,Brazil,Piau,Apr,25,1/1/2017
2016,Brazil,Sergipe,Oct,10,1/1/2016
2017,Brazil,Distrito Federal,Sep,122,1/1/2017
2000,Brazil,Piau,Sep,1099,1/1/2000
2006,Brazil,Sergipe,Jan,36,1/1/2006
2016,Brazil,Amapa,Feb,1,1/1/2016
2013,Brazil,Sergipe,Jun,1,1/1/2013
1999,Brazil,Minas Gerais,Apr,27,1/1/1999
2012,Brazil,Mato Grosso,May,157,1/1/2012
2001,Brazil,Distrito Federal,Nov,0,1/1/2001
2003,Brazil,Minas Gerais,Jan,37,1/1/2003
2011,Brazil,Rio,Aug,250,1/1/2011
2014,Brazil,Rio,Jun,54,1/1/2014
2017,Brazil,Goias,Apr,60,1/1/2017
2016,Brazil,Ceara,Dez,819,1/1/2016
2010,Brazil,Piau,Mar,47,1/1/2010
2011,Brazil,Mato Grosso,Aug,2628,1/1/2011
2004,Brazil,Alagoas,Mar,16,1/1/2004
2009,Brazil,Rio,Apr,1,1/1/2009
2004,Brazil,Minas Gerais,Apr,48,1/1/2004
2009,Brazil,Amapa,Jul,4,1/1/2009
2010,Brazil,Pernambuco,Sep,179,1/1/2010
2002,Brazil,Amapa,Feb,2,1/1/2002
2017,Brazil,Paraiba,Oct,123,1/1/2017
1999,Brazil,Minas Gerais,Dez,32,1/1/1999
2009,Brazil,Rio,Feb,8,1/1/2009
2017,Brazil,Mato Grosso,Jun,2041,1/1/2017
2007,Brazil,Tocantins,Oct,2252,1/1/2007
2003,Brazil,Minas Gerais,May,75,1/1/2003
2017,Brazil,Roraima,Nov,327,1/1/2017
2016,Brazil,Para,Apr,66,1/1/2016
1999,Brazil,Sao Paulo,Aug,1211,1/1/1999
1999,Brazil,Amazonas,Nov,32,1/1/1999
2000,Brazil,Piau,May,25,1/1/2000
2004,Brazil,Espirito Santo,Dez,9,1/1/2004
2005,Brazil,Paraiba,May,0,1/1/2005
1999,Brazil,Para,Apr,6,1/1/1999
2013,Brazil,Maranhao,Jan,209,1/1/2013
2004,Brazil,Amapa,Jun,5,1/1/2004
2013,Brazil,Roraima,Apr,87,1/1/2013
2004,Brazil,Santa Catarina,Jun,127,1/1/2004
2001,Brazil,Paraiba,Apr,43,1/1/2001
2012,Brazil,Amazonas,Feb,25,1/1/2012
2016,Brazil,Piau,Jul,754,1/1/2016
2015,Brazil,Piau,Jan,92,1/1/2015
2002,Brazil,Mato Grosso,Dez,376,1/1/2002
2000,Brazil,Rondonia,Apr,0,1/1/2000
2012,Brazil,Goias,Oct,1524,1/1/2012
1999,Brazil,Goias,Feb,334,1/1/1999
2001,Brazil,Paraiba,May,26,1/1/2001
2014,Brazil,Paraiba,May,1,1/1/2014
2013,Brazil,Santa Catarina,Nov,84,1/1/2013
2012,Brazil,Paraiba,May,86,1/1/2012
2005,Brazil,Rio,Apr,14,1/1/2005
2016,Brazil,Sao Paulo,Jul,687,1/1/2016
1998,Brazil,Acre,Feb,0,1/1/1998
2012,Brazil,Mato Grosso,Apr,521,1/1/2012
2005,Brazil,Distrito Federal,Nov,2,1/1/2005
2001,Brazil,Roraima,May,9,1/1/2001
2000,Brazil,Rondonia,Feb,6,1/1/2000
2005,Brazil,Piau,Feb,26,1/1/2005
2004,Brazil,Sergipe,Jun,0,1/1/2004
2017,Brazil,Rio,Feb,34,1/1/2017
2002,Brazil,Distrito Federal,Nov,1,1/1/2002
2016,Brazil,Espirito Santo,Feb,24,1/1/2016
2013,Brazil,Goias,Jan,33,1/1/2013
2017,Brazil,Ceara,Mar,4,1/1/2017
2000,Brazil,Acre,Oct,18,1/1/2000
2007,Brazil,Ceara,May,0,1/1/2007
2002,Brazil,Ceara,Feb,75,1/1/2002
2004,Brazil,Alagoas,Aug,2,1/1/2004
2007,Brazil,Tocantins,Aug,4747,1/1/2007
2009,Brazil,Tocantins,Jul,989,1/1/2009
2006,Brazil,Mato Grosso,Mar,137,1/1/2006
2006,Brazil,Amapa,Nov,207,1/1/2006
2003,Brazil,Acre,Aug,1976,1/1/2003
2013,Brazil,Espirito Santo,May,14,1/1/2013
2001,Brazil,Para,Jan,34,1/1/2001
1999,Brazil,Santa Catarina,Mar,7,1/1/1999
2011,Brazil,Bahia,Aug,1795,1/1/2011
2012,Brazil,Bahia,May,326,1/1/2012
2012,Brazil,Para,Jun,183,1/1/2012
2017,Brazil,Bahia,Nov,174,1/1/2017
2010,Brazil,Mato Grosso,May,1313,1/1/2010
2016,Brazil,Alagoas,Jul,3,1/1/2016
2007,Brazil,Tocantins,Dez,13,1/1/2007
2006,Brazil,Ceara,Jan,211,1/1/2006
2009,Brazil,Amapa,Nov,1019,1/1/2009
2013,Brazil,Roraima,Oct,63,1/1/2013
2012,Brazil,Rio,Jun,5,1/1/2012
2014,Brazil,Sao Paulo,May,181,1/1/2014
1998,Brazil,Rondonia,Jun,26,1/1/1998
2008,Brazil,Goias,Dez,0,1/1/2008
2014,Brazil,Roraima,Jun,4,1/1/2014
2017,Brazil,Sao Paulo,Feb,107,1/1/2017
1999,Brazil,Pernambuco,Feb,13,1/1/1999
2009,Brazil,Distrito Federal,Sep,5,1/1/2009
2016,Brazil,Distrito Federal,May,15,1/1/2016
2005,Brazil,Piau,Oct,3263,1/1/2005
2009,Brazil,Minas Gerais,Jun,173,1/1/2009
1999,Brazil,Distrito Federal,Jul,4,1/1/1999
2005,Brazil,Ceara,Jul,14,1/1/2005
2011,Brazil,Paraiba,Aug,435,1/1/2011
2011,Brazil,Pernambuco,Nov,352,1/1/2011
2017,Brazil,Rio,Apr,12,1/1/2017
2006,Brazil,Rondonia,Jan,16,1/1/2006
1999,Brazil,Rio,Feb,35,1/1/1999
2011,Brazil,Amapa,Aug,16,1/1/2011
2009,Brazil,Para,Mar,4,1/1/2009
2011,Brazil,Sergipe,Aug,1,1/1/2011
2008,Brazil,Pernambuco,Feb,48,1/1/2008
2001,Brazil,Maranhao,Feb,1,1/1/2001
2009,Brazil,Goias,Apr,11,1/1/2009
2004,Brazil,Acre,Jan,0,1/1/2004
2003,Brazil,Amazonas,May,2,1/1/2003
1999,Brazil,Para,Mar,7,1/1/1999
2016,Brazil,Sergipe,Sep,2,1/1/2016
2002,Brazil,Para,Aug,15664,1/1/2002
2007,Brazil,Rio,Feb,9,1/1/2007
2008,Brazil,Acre,Oct,652,1/1/2008
2004,Brazil,Paraiba,Jun,147,1/1/2004
2005,Brazil,Para,Jul,4364,1/1/2005
2013,Brazil,Minas Gerais,Jan,75,1/1/2013
2010,Brazil,Rondonia,Apr,19,1/1/2010
2005,Brazil,Rio,Sep,37,1/1/2005
2017,Brazil,Acre,Sep,3429,1/1/2017
2010,Brazil,Paraiba,Dez,37,1/1/2010
2016,Brazil,Rio,Jan,9,1/1/2016
2001,Brazil,Rondonia,Apr,0,1/1/2001
2004,Brazil,Ceara,Apr,2,1/1/2004
2000,Brazil,Rondonia,Oct,644,1/1/2000
2006,Brazil,Paraiba,Mar,4,1/1/2006
2007,Brazil,Pernambuco,Apr,1,1/1/2007
2006,Brazil,Distrito Federal,May,3,1/1/2006
2017,Brazil,Amapa,Oct,468,1/1/2017
2010,Brazil,Rondonia,Feb,9,1/1/2010
2004,Brazil,Acre,Dez,7,1/1/2004
2016,Brazil,Mato Grosso,May,97,1/1/2016
2006,Brazil,Roraima,Jul,0,1/1/2006
1998,Brazil,Santa Catarina,Sep,6,1/1/1998
2002,Brazil,Mato Grosso,Jan,172,1/1/2002
2017,Brazil,Sao Paulo,Jun,217,1/1/2017
2010,Brazil,Rio,Sep,250,1/1/2010
2013,Brazil,Mato Grosso,May,739,1/1/2013
1999,Brazil,Rio,May,7,1/1/1999
2014,Brazil,Rio,Jul,62,1/1/2014
2000,Brazil,Sao Paulo,Nov,96,1/1/2000
2011,Brazil,Santa Catarina,Feb,1,1/1/2011
2005,Brazil,Rio,Mar,15,1/1/2005
2007,Brazil,Rondonia,Aug,4786,1/1/2007
2000,Brazil,Mato Grosso,Jun,157,1/1/2000
1998,Brazil,Espirito Santo,Mar,0,1/1/1998
2015,Brazil,Roraima,Sep,77,1/1/2015
2008,Brazil,Espirito Santo,Sep,78,1/1/2008
2016,Brazil,Maranhao,Feb,318,1/1/2016
2003,Brazil,Rondonia,Sep,689,1/1/2003
2009,Brazil,Minas Gerais,Jan,74,1/1/2009
2010,Brazil,Espirito Santo,Apr,7,1/1/2010
2013,Brazil,Mato Grosso,Jun,1213,1/1/2013
2016,Brazil,Distrito Federal,Jun,42,1/1/2016
2014,Brazil,Bahia,Jun,243,1/1/2014
2008,Brazil,Paraiba,Oct,80,1/1/2008
2017,Brazil,Rio,Jul,70,1/1/2017
2012,Brazil,Amazonas,Dez,80,1/1/2012
2006,Brazil,Tocantins,Mar,11,1/1/2006
2007,Brazil,Mato Grosso,Jan,476,1/1/2007
1999,Brazil,Rio,Nov,103,1/1/1999
2011,Brazil,Alagoas,Aug,4,1/1/2011
2002,Brazil,Mato Grosso,Nov,147,1/1/2002
2007,Brazil,Distrito Federal,Nov,0,1/1/2007
2007,Brazil,Sergipe,Nov,7,1/1/2007
2003,Brazil,Rio,Aug,1419,1/1/2003
2016,Brazil,Acre,Jan,12,1/1/2016
2003,Brazil,Sergipe,Oct,2,1/1/2003
1999,Brazil,Amapa,Nov,26,1/1/1999
2003,Brazil,Amazonas,Nov,169,1/1/2003
1998,Brazil,Sergipe,Aug,0,1/1/1998
2002,Brazil,Goias,Oct,1367,1/1/2002
2016,Brazil,Alagoas,Sep,18,1/1/2016
2003,Brazil,Tocantins,Dez,109,1/1/2003
2009,Brazil,Acre,Feb,2,1/1/2009
2017,Brazil,Distrito Federal,Jul,44,1/1/2017
2017,Brazil,Paraiba,Aug,987,1/1/2017
2004,Brazil,Roraima,Mar,276,1/1/2004
2013,Brazil,Alagoas,Oct,25,1/1/2013
2004,Brazil,Paraiba,Dez,351,1/1/2004
2015,Brazil,Ceara,Sep,214,1/1/2015
2005,Brazil,Santa Catarina,Jan,46,1/1/2005
2002,Brazil,Bahia,Jan,125,1/1/2002
2002,Brazil,Rio,Apr,8,1/1/2002
2014,Brazil,Rio,Jul,209,1/1/2014
2008,Brazil,Roraima,Feb,138,1/1/2008
2016,Brazil,Distrito Federal,Jan,1,1/1/2016
2014,Brazil,Sergipe,Jan,20,1/1/2014
2011,Brazil,Tocantins,Feb,13,1/1/2011
2010,Brazil,Bahia,Jul,519,1/1/2010
2016,Brazil,Paraiba,Mar,1,1/1/2016
1998,Brazil,Santa Catarina,Aug,0,1/1/1998
2013,Brazil,Amazonas,Sep,1739,1/1/2013
2008,Brazil,Minas Gerais,Jan,85,1/1/2008
2016,Brazil,Espirito Santo,Jul,42,1/1/2016
2006,Brazil,Piau,Sep,1618,1/1/2006
2002,Brazil,Mato Grosso,Apr,230,1/1/2002
2013,Brazil,Amazonas,Apr,20,1/1/2013
2004,Brazil,Rio,Aug,403,1/1/2004
2005,Brazil,Maranhao,Jun,529,1/1/2005
2001,Brazil,Para,Dez,2564,1/1/2001
2002,Brazil,Minas Gerais,May,98,1/1/2002
2003,Brazil,Goias,Jul,322,1/1/2003
1999,Brazil,Rio,Jul,7,1/1/1999
2012,Brazil,Para,May,59,1/1/2012
2008,Brazil,Alagoas,Jun,0,1/1/2008
1998,Brazil,Pernambuco,Apr,0,1/1/1998
2006,Brazil,Mato Grosso,Aug,6218,1/1/2006
2008,Brazil,Tocantins,Dez,7,1/1/2008
2012,Brazil,Ceara,Apr,2,1/1/2012
2002,Brazil,Pernambuco,Nov,521,1/1/2002
2014,Brazil,Mato Grosso,Sep,7081,1/1/2014
2013,Brazil,Alagoas,Feb,19,1/1/2013
2011,Brazil,Piau,Feb,11,1/1/2011
2002,Brazil,Paraiba,Jul,8,1/1/2002
1999,Brazil,Alagoas,Sep,3,1/1/1999
2009,Brazil,Espirito Santo,Mar,11,1/1/2009
1998,Brazil,Para,Mar,0,1/1/1998
2017,Brazil,Rondonia,Aug,4287,1/1/2017
2009,Brazil,Mato Grosso,May,516,1/1/2009
2000,Brazil,Minas Gerais,Apr,49,1/1/2000
2003,Brazil,Rio,May,0,1/1/2003
2008,Brazil,Santa Catarina,Nov,16,1/1/2008
1999,Brazil,Minas Gerais,Jan,36,1/1/1999
2012,Brazil,Rondonia,Sep,2471,1/1/2012
2004,Brazil,Amapa,Feb,2,1/1/2004
2006,Brazil,Rondonia,Mar,15,1/1/2006
2015,Brazil,Rondonia,Mar,15,1/1/2015
2000,Brazil,Bahia,Apr,23,1/1/2000
2006,Brazil,Piau,Apr,1,1/1/2006
2006,Brazil,Ceara,Jun,0,1/1/2006
2003,Brazil,Rio,Feb,13,1/1/2003
2002,Brazil,Ceara,May,10,1/1/2002
1999,Brazil,Sergipe,Sep,0,1/1/1999
2017,Brazil,Para,Jun,679,1/1/2017
2006,Brazil,Acre,Nov,18,1/1/2006
2007,Brazil,Minas Gerais,May,124,1/1/2007
2006,Brazil,Paraiba,Aug,844,1/1/2006
2002,Brazil,Minas Gerais,Jan,29,1/1/2002
2012,Brazil,Sao Paulo,Aug,435,1/1/2012
2007,Brazil,Rondonia,Apr,0,1/1/2007
2010,Brazil,Pernambuco,Jul,7,1/1/2010
1998,Brazil,Piau,Oct,2586,1/1/1998
2000,Brazil,Tocantins,Jun,278,1/1/2000
2011,Brazil,Minas Gerais,Oct,,1/1/2011
2013,Brazil,Pernambuco,Jul,4,1/1/2013
2009,Brazil,Santa Catarina,Jun,14,1/1/2009
1998,Brazil,Rondonia,Mar,0,1/1/1998
2015,Brazil,Maranhao,May,194,1/1/2015
1998,Brazil,Paraiba,Oct,179,1/1/1998
2002,Brazil,Ceara,Jun,13,1/1/2002
2013,Brazil,Distrito Federal,Sep,31,1/1/2013
2011,Brazil,Santa Catarina,Mar,8,1/1/2011
2003,Brazil,Paraiba,Jan,70,1/1/2003
2008,Brazil,Rio,Sep,97,1/1/2008
2004,Brazil,Rio,Apr,98,1/1/2004
2008,Brazil,Ceara,Oct,816,1/1/2008
2006,Brazil,Sao Paulo,May,88,1/1/2006
2007,Brazil,Alagoas,Jun,0,1/1/2007
2011,Brazil,Pernambuco,Jul,2,1/1/2011
2011,Brazil,Rio,Sep,449,1/1/2011
2017,Brazil,Paraiba,Feb,60,1/1/2017
2002,Brazil,Roraima,Aug,7,1/1/2002
2001,Brazil,Amazonas,Jun,5,1/1/2001
2014,Brazil,Paraiba,Jul,215,1/1/2014
2008,Brazil,Paraiba,Jan,35,1/1/2008
2012,Brazil,Acre,Aug,739,1/1/2012
1998,Brazil,Tocantins,Feb,0,1/1/1998
2005,Brazil,Rio,Sep,189,1/1/2005
2003,Brazil,Piau,Oct,2332,1/1/2003
2004,Brazil,Paraiba,Sep,34,1/1/2004
2011,Brazil,Rondonia,Mar,6,1/1/2011
2005,Brazil,Goias,Jun,189,1/1/2005
2012,Brazil,Paraiba,Oct,136,1/1/2012
2006,Brazil,Espirito Santo,May,0,1/1/2006
2015,Brazil,Distrito Federal,Mar,0,1/1/2015
2009,Brazil,Bahia,Dez,308,1/1/2009
2010,Brazil,Acre,Mar,0,1/1/2010
2003,Brazil,Paraiba,Jan,109,1/1/2003
2015,Brazil,Minas Gerais,Nov,1453,1/1/2015
2006,Brazil,Para,Oct,5964,1/1/2006
2008,Brazil,Ceara,Mar,2,1/1/2008
2015,Brazil,Pernambuco,Dez,176,1/1/2015
2011,Brazil,Para,Mar,21,1/1/2011
2001,Brazil,Maranhao,Nov,3525,1/1/2001
2003,Brazil,Para,Jul,1571,1/1/2003
2003,Brazil,Mato Grosso,Jan,896,1/1/2003
2001,Brazil,Distrito Federal,Oct,0,1/1/2001
2002,Brazil,Rio,Sep,45,1/1/2002
